Year,Oil brent price ($/bbl),Cononut oil ($/mt),Sugar ($/kg),Us crude oil reserves,Quantity oil embarked (million of tons),Quantity goods embarked (million of tons),Pandemic (covid),War,Electric car registrations,World imports,World exports,Value of Solar Consumption (EJ),Inflation,Value of Wind Consumption (EJ),Value of Nuclear Consumption (EJ),Value of Natural Gas Consumption (BcF),Population,OPEC cuts on production,Price gold,GDP Growth,Crude oil and NGL production,World-oil demand,Value of Freight Transport
2008.083333,94.82,1382,0.3,19121,1784.848948,8227.52913,0,0,2920,16469470.24,16147773.2,0.127703732,8.952970203,2.239749403,26.48018209,289.6701344,6811586,0,923.25,2.069175771,4099.27,3983.11,268611433.5
2008.166667,103.28,1471,0.29,19121,1784.848948,8227.52913,0,0,2920,16469470.24,16147773.2,0.127703732,8.952970203,2.239749403,26.48018209,289.6701344,6811586,0,971.5,2.069175771,4099.27,3983.11,268611433.5
2008.25,110.19,1443,0.28,19121,1784.848948,8227.52913,0,0,2920,16469470.24,16147773.2,0.127703732,8.952970203,2.239749403,26.48018209,289.6701344,6811586,0,933.5,2.069175771,4099.27,3983.11,268611433.5
2008.333333,123.94,1502,0.27,19121,1784.848948,8227.52913,0,0,2920,16469470.24,16147773.2,0.127703732,8.952970203,2.239749403,26.48018209,289.6701344,6811586,0,871,2.069175771,4099.27,3983.11,268611433.5
2008.416667,133.05,1551,0.27,19121,1784.848948,8227.52913,0,0,2920,16469470.24,16147773.2,0.127703732,8.952970203,2.239749403,26.48018209,289.6701344,6811586,0,885.75,2.069175771,4099.27,3983.11,268611433.5
2008.5,133.87,1436,0.31,19121,1784.848948,8227.52913,0,0,2920,16469470.24,16147773.2,0.127703732,8.952970203,2.239749403,26.48018209,289.6701344,6811586,0,930.25,2.069175771,4099.27,3983.11,268611433.5
2008.583333,113.85,1193,0.32,19121,1784.848948,8227.52913,0,0,2920,16469470.24,16147773.2,0.127703732,8.952970203,2.239749403,26.48018209,289.6701344,6811586,0,918,2.069175771,4099.27,3983.11,268611433.5
2008.666667,99.06,1110,0.3,19121,1784.848948,8227.52913,0,0,2920,16469470.24,16147773.2,0.127703732,8.952970203,2.239749403,26.48018209,289.6701344,6811586,1,833,2.069175771,4099.27,3983.11,268611433.5
2008.75,72.84,856,0.26,19121,1784.848948,8227.52913,0,0,2920,16469470.24,16147773.2,0.127703732,8.952970203,2.239749403,26.48018209,289.6701344,6811586,0,884.5,2.069175771,4099.27,3983.11,268611433.5
2008.833333,53.24,719,0.27,19121,1784.848948,8227.52913,0,0,2920,16469470.24,16147773.2,0.127703732,8.952970203,2.239749403,26.48018209,289.6701344,6811586,0,730.75,2.069175771,4099.27,3983.11,268611433.5
2008.916667,41.58,740,0.26,19121,1784.848948,8227.52913,0,0,2920,16469470.24,16147773.2,0.127703732,8.952970203,2.239749403,26.48018209,289.6701344,6811586,0,814.5,2.069175771,4099.27,3983.11,268611433.5
2009,44.86,734,0.28,20682,1710.138876,7818.109407,0,0,5140,12697122.55,12557461.13,0.210902286,2.936231536,2.782694987,25.93387911,284.4638843,6898294,0,869.75,-1.341448145,4004.59,3901.04,242565252.7
2009.083333,43.24,673,0.29,20682,1710.138876,7818.109407,0,0,5140,12697122.55,12557461.13,0.210902286,2.936231536,2.782694987,25.93387911,284.4638843,6898294,0,919.5,-1.341448145,4004.59,3901.04,242565252.7
2009.166667,46.84,625,0.3,20682,1710.138876,7818.109407,0,0,5140,12697122.55,12557461.13,0.210902286,2.936231536,2.782694987,25.93387911,284.4638843,6898294,0,952,-1.341448145,4004.59,3901.04,242565252.7
2009.25,50.85,747,0.3,20682,1710.138876,7818.109407,0,0,5140,12697122.55,12557461.13,0.210902286,2.936231536,2.782694987,25.93387911,284.4638843,6898294,0,916.5,-1.341448145,4004.59,3901.04,242565252.7
2009.333333,57.94,842.5,0.35,20682,1710.138876,7818.109407,0,0,5140,12697122.55,12557461.13,0.210902286,2.936231536,2.782694987,25.93387911,284.4638843,6898294,0,883.25,-1.341448145,4004.59,3901.04,242565252.7
2009.416667,68.62,747,0.36,20682,1710.138876,7818.109407,0,0,5140,12697122.55,12557461.13,0.210902286,2.936231536,2.782694987,25.93387911,284.4638843,6898294,0,975.5,-1.341448145,4004.59,3901.04,242565252.7
2009.5,64.91,685,0.41,20682,1710.138876,7818.109407,0,0,5140,12697122.55,12557461.13,0.210902286,2.936231536,2.782694987,25.93387911,284.4638843,6898294,0,934.5,-1.341448145,4004.59,3901.04,242565252.7
2009.583333,72.5,747,0.49,20682,1710.138876,7818.109407,0,0,5140,12697122.55,12557461.13,0.210902286,2.936231536,2.782694987,25.93387911,284.4638843,6898294,0,939,-1.341448145,4004.59,3901.04,242565252.7
2009.666667,67.69,701,0.51,20682,1710.138876,7818.109407,0,0,5140,12697122.55,12557461.13,0.210902286,2.936231536,2.782694987,25.93387911,284.4638843,6898294,0,955.5,-1.341448145,4004.59,3901.04,242565252.7
2009.75,73.19,706,0.5,20682,1710.138876,7818.109407,0,0,5140,12697122.55,12557461.13,0.210902286,2.936231536,2.782694987,25.93387911,284.4638843,6898294,0,995.75,-1.341448145,4004.59,3901.04,242565252.7
2009.833333,77.04,729,0.49,20682,1710.138876,7818.109407,0,0,5140,12697122.55,12557461.13,0.210902286,2.936231536,2.782694987,25.93387911,284.4638843,6898294,0,1040,-1.341448145,4004.59,3901.04,242565252.7
2009.916667,74.67,768,0.52,20682,1710.138876,7818.109407,0,0,5140,12697122.55,12557461.13,0.210902286,2.936231536,2.782694987,25.93387911,284.4638843,6898294,0,1175.75,-1.341448145,4004.59,3901.04,242565252.7
2010,76.37,784,0.58,23267,1784.591995,8400.923809,0,0,11920,15425309.46,15297248.81,0.337639265,3.354757703,3.461418781,26.5454404,305.6301437,6985594,0,1087.5,4.540838287,4104.06,4060.54,271559628.1
2010.083333,74.31,798,0.56,23267,1784.591995,8400.923809,0,0,11920,15425309.46,15297248.81,0.337639265,3.354757703,3.461418781,26.5454404,305.6301437,6985594,0,1078.5,4.540838287,4104.06,4060.54,271559628.1
2010.166667,79.27,921,0.41,23267,1784.591995,8400.923809,0,0,11920,15425309.46,15297248.81,0.337639265,3.354757703,3.461418781,26.5454404,305.6301437,6985594,0,1108.25,4.540838287,4104.06,4060.54,271559628.1
2010.25,84.98,940,0.36,23267,1784.591995,8400.923809,0,0,11920,15425309.46,15297248.81,0.337639265,3.354757703,3.461418781,26.5454404,305.6301437,6985594,0,1115.5,4.540838287,4104.06,4060.54,271559628.1
2010.333333,76.25,932,0.34,23267,1784.591995,8400.923809,0,0,11920,15425309.46,15297248.81,0.337639265,3.354757703,3.461418781,26.5454404,305.6301437,6985594,0,1179.25,4.540838287,4104.06,4060.54,271559628.1
2010.416667,74.84,993,0.35,23267,1784.591995,8400.923809,0,0,11920,15425309.46,15297248.81,0.337639265,3.354757703,3.461418781,26.5454404,305.6301437,6985594,0,1207.5,4.540838287,4104.06,4060.54,271559628.1
2010.5,74.74,1031,0.38,23267,1784.591995,8400.923809,0,0,11920,15425309.46,15297248.81,0.337639265,3.354757703,3.461418781,26.5454404,305.6301437,6985594,0,1244,4.540838287,4104.06,4060.54,271559628.1
2010.583333,76.69,1170,0.41,23267,1784.591995,8400.923809,0,0,11920,15425309.46,15297248.81,0.337639265,3.354757703,3.461418781,26.5454404,305.6301437,6985594,0,1169,4.540838287,4104.06,4060.54,271559628.1
2010.666667,77.79,1275,0.5,23267,1784.591995,8400.923809,0,0,11920,15425309.46,15297248.81,0.337639265,3.354757703,3.461418781,26.5454404,305.6301437,6985594,0,1246,4.540838287,4104.06,4060.54,271559628.1
2010.75,82.92,1412,0.54,23267,1784.591995,8400.923809,0,0,11920,15425309.46,15297248.81,0.337639265,3.354757703,3.461418781,26.5454404,305.6301437,6985594,0,1307,4.540838287,4104.06,4060.54,271559628.1
2010.833333,85.67,1512,0.58,23267,1784.591995,8400.923809,0,0,11920,15425309.46,15297248.81,0.337639265,3.354757703,3.461418781,26.5454404,305.6301437,6985594,0,1346.75,4.540838287,4104.06,4060.54,271559628.1
2010.916667,91.8,1715,0.62,23267,1784.591995,8400.923809,0,0,11920,15425309.46,15297248.81,0.337639265,3.354757703,3.461418781,26.5454404,305.6301437,6985594,0,1383.5,4.540838287,4104.06,4060.54,271559628.1
2011,96.29,2038,0.65,26544,1750.980735,8738.553301,0,0,59500,18445520.54,18335025.41,0.650467914,4.82239636,4.373450635,25.27973622,312.8993224,7073115,0,1405.5,3.310323684,4150.46,4055.99,290290072.6
2011.083333,103.96,2256,0.65,26544,1750.980735,8738.553301,0,1,59500,18445520.54,18335025.41,0.650467914,4.82239636,4.373450635,25.27973622,312.8993224,7073115,0,1327,3.310323684,4150.46,4055.99,290290072.6
2011.166667,114.44,1925,0.58,26544,1750.980735,8738.553301,0,1,59500,18445520.54,18335025.41,0.650467914,4.82239636,4.373450635,25.27973622,312.8993224,7073115,0,1411,3.310323684,4150.46,4055.99,290290072.6
2011.25,123.07,2089,0.54,26544,1750.980735,8738.553301,0,1,59500,18445520.54,18335025.41,0.650467914,4.82239636,4.373450635,25.27973622,312.8993224,7073115,0,1439,3.310323684,4150.46,4055.99,290290072.6
2011.333333,114.46,2097,0.48,26544,1750.980735,8738.553301,0,1,59500,18445520.54,18335025.41,0.650467914,4.82239636,4.373450635,25.27973622,312.8993224,7073115,0,1535.5,3.310323684,4150.46,4055.99,290290072.6
2011.416667,113.76,1803,0.56,26544,1750.980735,8738.553301,0,1,59500,18445520.54,18335025.41,0.650467914,4.82239636,4.373450635,25.27973622,312.8993224,7073115,0,1536.5,3.310323684,4150.46,4055.99,290290072.6
2011.5,116.46,1662,0.62,26544,1750.980735,8738.553301,0,1,59500,18445520.54,18335025.41,0.650467914,4.82239636,4.373450635,25.27973622,312.8993224,7073115,0,1505.5,3.310323684,4150.46,4055.99,290290072.6
2011.583333,110.08,1454,0.61,26544,1750.980735,8738.553301,0,1,59500,18445520.54,18335025.41,0.650467914,4.82239636,4.373450635,25.27973622,312.8993224,7073115,0,1628.5,3.310323684,4150.46,4055.99,290290072.6
2011.666667,110.88,1305,0.59,26544,1750.980735,8738.553301,0,1,59500,18445520.54,18335025.41,0.650467914,4.82239636,4.373450635,25.27973622,312.8993224,7073115,0,1813.5,3.310323684,4150.46,4055.99,290290072.6
2011.75,109.47,1208,0.56,26544,1750.980735,8738.553301,0,1,59500,18445520.54,18335025.41,0.650467914,4.82239636,4.373450635,25.27973622,312.8993224,7073115,0,1620,3.310323684,4150.46,4055.99,290290072.6
2011.833333,110.5,1479,0.53,26544,1750.980735,8738.553301,0,1,59500,18445520.54,18335025.41,0.650467914,4.82239636,4.373450635,25.27973622,312.8993224,7073115,0,1722,3.310323684,4150.46,4055.99,290290072.6
2011.916667,107.91,1445,0.51,26544,1750.980735,8738.553301,0,1,59500,18445520.54,18335025.41,0.650467914,4.82239636,4.373450635,25.27973622,312.8993224,7073115,0,1746,3.310323684,4150.46,4055.99,290290072.6
2012,111.16,1451,0.52,30529,1785.425328,9197.380757,0,1,177560,18664554.08,18504182.03,1.000564322,3.725326661,5.236266437,23.40357169,320.2831113,7161689,0,1531,2.709179248,4245.08,4103.59,304527285.2
2012.083333,119.7,1411,0.53,30529,1785.425328,9197.380757,0,1,177560,18664554.08,18504182.03,1.000564322,3.725326661,5.236266437,23.40357169,320.2831113,7161689,0,1744,2.709179248,4245.08,4103.59,304527285.2
2012.166667,124.93,1338,0.53,30529,1785.425328,9197.380757,0,1,177560,18664554.08,18504182.03,1.000564322,3.725326661,5.236266437,23.40357169,320.2831113,7161689,0,1770,2.709179248,4245.08,4103.59,304527285.2
2012.25,120.46,1348,0.5,30529,1785.425328,9197.380757,0,1,177560,18664554.08,18504182.03,1.000564322,3.725326661,5.236266437,23.40357169,320.2831113,7161689,0,1662.5,2.709179248,4245.08,4103.59,304527285.2
2012.333333,110.52,1155,0.46,30529,1785.425328,9197.380757,0,0,177560,18664554.08,18504182.03,1.000564322,3.725326661,5.236266437,23.40357169,320.2831113,7161689,0,1651.25,2.709179248,4245.08,4103.59,304527285.2
2012.416667,95.59,1058,0.45,30529,1785.425328,9197.380757,0,0,177560,18664554.08,18504182.03,1.000564322,3.725326661,5.236266437,23.40357169,320.2831113,7161689,0,1558,2.709179248,4245.08,4103.59,304527285.2
2012.5,103.14,1070,0.5,30529,1785.425328,9197.380757,0,0,177560,18664554.08,18504182.03,1.000564322,3.725326661,5.236266437,23.40357169,320.2831113,7161689,0,1598.5,2.709179248,4245.08,4103.59,304527285.2
2012.583333,113.34,1001,0.46,30529,1785.425328,9197.380757,0,0,177560,18664554.08,18504182.03,1.000564322,3.725326661,5.236266437,23.40357169,320.2831113,7161689,0,1622,2.709179248,4245.08,4103.59,304527285.2
2012.666667,113.38,967,0.44,30529,1785.425328,9197.380757,0,0,177560,18664554.08,18504182.03,1.000564322,3.725326661,5.236266437,23.40357169,320.2831113,7161689,0,1648.5,2.709179248,4245.08,4103.59,304527285.2
2012.75,111.97,898,0.45,30529,1785.425328,9197.380757,0,0,177560,18664554.08,18504182.03,1.000564322,3.725326661,5.236266437,23.40357169,320.2831113,7161689,0,1776,2.709179248,4245.08,4103.59,304527285.2
2012.833333,109.71,848,0.43,30529,1785.425328,9197.380757,0,0,177560,18664554.08,18504182.03,1.000564322,3.725326661,5.236266437,23.40357169,320.2831113,7161689,0,1719,2.709179248,4245.08,4103.59,304527285.2
2012.916667,109.68,785,0.43,30529,1785.425328,9197.380757,0,0,177560,18664554.08,18504182.03,1.000564322,3.725326661,5.236266437,23.40357169,320.2831113,7161689,0,1726,2.709179248,4245.08,4103.59,304527285.2
2013,112.97,828.64,0.42,33371,1737.674084,9452.925938,0,0,177560,18972335.94,18942476.74,1.355137765,2.621050017,6.232789528,23.44856944,326.3435006,7250583,0,1657.5,2.807854064,4265.12,4159.1,309928830.9
2013.083333,116.52,853.25,0.4,33371,1737.674084,9452.925938,0,0,381220,18972335.94,18942476.74,1.355137765,2.621050017,6.232789528,23.44856944,326.3435006,7250583,0,1664.75,2.807854064,4265.12,4159.1,309928830.9
2013.166667,109.24,818.75,0.41,33371,1737.674084,9452.925938,0,0,381220,18972335.94,18942476.74,1.355137765,2.621050017,6.232789528,23.44856944,326.3435006,7250583,0,1588.5,2.807854064,4265.12,4159.1,309928830.9
2013.25,102.88,791.43,0.39,33371,1737.674084,9452.925938,0,0,381220,18972335.94,18942476.74,1.355137765,2.621050017,6.232789528,23.44856944,326.3435006,7250583,0,1598.25,2.807854064,4265.12,4159.1,309928830.9
2013.333333,103.03,822.5,0.39,33371,1737.674084,9452.925938,0,0,381220,18972335.94,18942476.74,1.355137765,2.621050017,6.232789528,23.44856944,326.3435006,7250583,0,1469,2.807854064,4265.12,4159.1,309928830.9
2013.416667,103.11,890.63,0.38,33371,1737.674084,9452.925938,0,0,381220,18972335.94,18942476.74,1.355137765,2.621050017,6.232789528,23.44856944,326.3435006,7250583,0,1394.5,2.807854064,4265.12,4159.1,309928830.9
2013.5,107.72,860.43,0.37,33371,1737.674084,9452.925938,0,0,381220,18972335.94,18942476.74,1.355137765,2.621050017,6.232789528,23.44856944,326.3435006,7250583,0,1192,2.807854064,4265.12,4159.1,309928830.9
2013.583333,110.96,892.61,0.38,33371,1737.674084,9452.925938,0,0,381220,18972335.94,18942476.74,1.355137765,2.621050017,6.232789528,23.44856944,326.3435006,7250583,0,1314.5,2.807854064,4265.12,4159.1,309928830.9
2013.666667,111.62,985.24,0.38,33371,1737.674084,9452.925938,0,0,381220,18972335.94,18942476.74,1.355137765,2.621050017,6.232789528,23.44856944,326.3435006,7250583,0,1394.75,2.807854064,4265.12,4159.1,309928830.9
2013.75,109.48,985.65,0.41,33371,1737.674084,9452.925938,0,0,381220,18972335.94,18942476.74,1.355137765,2.621050017,6.232789528,23.44856944,326.3435006,7250583,0,1326.5,2.807854064,4265.12,4159.1,309928830.9
2013.833333,108.08,1274.5,0.39,33371,1737.674084,9452.925938,0,0,381220,18972335.94,18942476.74,1.355137765,2.621050017,6.232789528,23.44856944,326.3435006,7250583,0,1324,2.807854064,4265.12,4159.1,309928830.9
2013.916667,110.67,1270,0.36,33371,1737.674084,9452.925938,0,0,381220,18972335.94,18942476.74,1.355137765,2.621050017,6.232789528,23.44856944,326.3435006,7250583,0,1253,2.807854064,4265.12,4159.1,309928830.9
2014,107.42,1269.09,0.34,36385,1711.70131,9816.443478,0,0,704640,19065869.86,18999675.9,1.904947369,2.346268657,6.879046275,23.78404309,328.4193407,7339004,0,1204.5,3.090092865,4352.5,4206.85,326229588.4
2014.083333,108.81,1364,0.37,36385,1711.70131,9816.443478,0,1,704640,19065869.86,18999675.9,1.904947369,2.346268657,6.879046275,23.78404309,328.4193407,7339004,0,1251,3.090092865,4352.5,4206.85,326229588.4
2014.166667,107.4,1389.05,0.39,36385,1711.70131,9816.443478,0,1,704640,19065869.86,18999675.9,1.904947369,2.346268657,6.879046275,23.78404309,328.4193407,7339004,0,1326.5,3.090092865,4352.5,4206.85,326229588.4
2014.25,107.79,1356.13,0.39,36385,1711.70131,9816.443478,0,0,704640,19065869.86,18999675.9,1.904947369,2.346268657,6.879046275,23.78404309,328.4193407,7339004,0,1291.75,3.090092865,4352.5,4206.85,326229588.4
2014.333333,109.68,1413.25,0.4,36385,1711.70131,9816.443478,0,0,704640,19065869.86,18999675.9,1.904947369,2.346268657,6.879046275,23.78404309,328.4193407,7339004,0,1288.5,3.090092865,4352.5,4206.85,326229588.4
2014.416667,111.87,1393.25,0.4,36385,1711.70131,9816.443478,0,0,704640,19065869.86,18999675.9,1.904947369,2.346268657,6.879046275,23.78404309,328.4193407,7339004,0,1250.5,3.090092865,4352.5,4206.85,326229588.4
2014.5,106.98,1255.22,0.4,36385,1711.70131,9816.443478,0,0,704640,19065869.86,18999675.9,1.904947369,2.346268657,6.879046275,23.78404309,328.4193407,7339004,0,1315,3.090092865,4352.5,4206.85,326229588.4
2014.583333,101.92,1187.62,0.38,36385,1711.70131,9816.443478,0,0,704640,19065869.86,18999675.9,1.904947369,2.346268657,6.879046275,23.78404309,328.4193407,7339004,0,1285.25,3.090092865,4352.5,4206.85,326229588.4
2014.666667,97.34,1193.41,0.35,36385,1711.70131,9816.443478,0,0,704640,19065869.86,18999675.9,1.904947369,2.346268657,6.879046275,23.78404309,328.4193407,7339004,0,1285.75,3.090092865,4352.5,4206.85,326229588.4
2014.75,87.27,1148.7,0.37,36385,1711.70131,9816.443478,0,0,704640,19065869.86,18999675.9,1.904947369,2.346268657,6.879046275,23.78404309,328.4193407,7339004,0,1216.5,3.090092865,4352.5,4206.85,326229588.4
2014.833333,78.44,1191.63,0.36,36385,1711.70131,9816.443478,0,0,704640,19065869.86,18999675.9,1.904947369,2.346268657,6.879046275,23.78404309,328.4193407,7339004,0,1164.25,3.090092865,4352.5,4206.85,326229588.4
2014.916667,62.33,1212.14,0.34,36385,1711.70131,9816.443478,0,0,704640,19065869.86,18999675.9,1.904947369,2.346268657,6.879046275,23.78404309,328.4193407,7339004,0,1182.75,3.090092865,4352.5,4206.85,326229588.4
2015,48.07,1145.71,0.34,36385,1760.75051,10013.12592,0,0,1251760,16737109.93,16554294.64,2.44927091,1.434317634,8.051575616,23.96072445,336.3956268,7426589,0,1206,3.078568332,4458.38,4302.07,326125265
2015.083333,57.93,1160.5,0.32,36385,1760.75051,10013.12592,0,0,1251760,16737109.93,16554294.64,2.44927091,1.434317634,8.051575616,23.96072445,336.3956268,7426589,0,1260.25,3.078568332,4458.38,4302.07,326125265
2015.166667,55.79,1090.68,0.29,36385,1760.75051,10013.12592,0,0,1251760,16737109.93,16554294.64,2.44927091,1.434317634,8.051575616,23.96072445,336.3956268,7426589,0,1214,3.078568332,4458.38,4302.07,326125265
2015.25,59.39,1077.5,0.29,36385,1760.75051,10013.12592,0,0,1251760,16737109.93,16554294.64,2.44927091,1.434317634,8.051575616,23.96072445,336.3956268,7426589,0,1187,3.078568332,4458.38,4302.07,326125265
2015.333333,64.56,1131.94,0.29,36385,1760.75051,10013.12592,0,0,1251760,16737109.93,16554294.64,2.44927091,1.434317634,8.051575616,23.96072445,336.3956268,7426589,0,1180.25,3.078568332,4458.38,4302.07,326125265
2015.416667,62.34,1123.64,0.27,36385,1760.75051,10013.12592,0,0,1251760,16737109.93,16554294.64,2.44927091,1.434317634,8.051575616,23.96072445,336.3956268,7426589,0,1191.4,3.078568332,4458.38,4302.07,326125265
2015.5,55.87,1103.04,0.28,36385,1760.75051,10013.12592,0,0,1251760,16737109.93,16554294.64,2.44927091,1.434317634,8.051575616,23.96072445,336.3956268,7426589,0,1171,3.078568332,4458.38,4302.07,326125265
2015.583333,46.99,1032.38,0.25,36385,1760.75051,10013.12592,0,0,1251760,16737109.93,16554294.64,2.44927091,1.434317634,8.051575616,23.96072445,336.3956268,7426589,0,1098.4,3.078568332,4458.38,4302.07,326125265
2015.666667,47.24,1051.59,0.26,36385,1760.75051,10013.12592,0,0,1251760,16737109.93,16554294.64,2.44927091,1.434317634,8.051575616,23.96072445,336.3956268,7426589,0,1135,3.078568332,4458.38,4302.07,326125265
2015.75,48.12,1104.09,0.31,36385,1760.75051,10013.12592,0,0,1251760,16737109.93,16554294.64,2.44927091,1.434317634,8.051575616,23.96072445,336.3956268,7426589,0,1114,3.078568332,4458.38,4302.07,326125265
2015.833333,44.42,1071.07,0.32,36385,1760.75051,10013.12592,0,0,1251760,16737109.93,16554294.64,2.44927091,1.434317634,8.051575616,23.96072445,336.3956268,7426589,0,1142.35,3.078568332,4458.38,4302.07,326125265
2015.916667,37.72,1150,0.32,36385,1760.75051,10013.12592,0,0,1251760,16737109.93,16554294.64,2.44927091,1.434317634,8.051575616,23.96072445,336.3956268,7426589,0,1061.9,3.078568332,4458.38,4302.07,326125265
2016,30.8,1152,0.31,36385,1832.259254,10246.61397,0,0,2004930,16206494.38,16035882.53,3.123254096,1.550016417,9.260705662,24.17326582,343.1193331,7513466,0,1060,2.801958409,4516.18,4334.96,338168101
2016.083333,33.2,1218.93,0.29,36385,1832.259254,10246.61397,0,0,2004930,16206494.38,16035882.53,3.123254096,1.550016417,9.260705662,24.17326582,343.1193331,7513466,0,1111.8,2.801958409,4516.18,4334.96,338168101
2016.166667,39.07,1440.48,0.34,36385,1832.259254,10246.61397,0,0,2004930,16206494.38,16035882.53,3.123254096,1.550016417,9.260705662,24.17326582,343.1193331,7513466,0,1234.9,2.801958409,4516.18,4334.96,338168101
2016.25,42.25,1580.95,0.34,36385,1832.259254,10246.61397,0,0,2004930,16206494.38,16035882.53,3.123254096,1.550016417,9.260705662,24.17326582,343.1193331,7513466,0,1237,2.801958409,4516.18,4334.96,338168101
2016.333333,47.13,1439.5,0.38,36385,1832.259254,10246.61397,0,0,2004930,16206494.38,16035882.53,3.123254096,1.550016417,9.260705662,24.17326582,343.1193331,7513466,0,1285.65,2.801958409,4516.18,4334.96,338168101
2016.416667,48.48,1547.95,0.43,36385,1832.259254,10246.61397,0,0,2004930,16206494.38,16035882.53,3.123254096,1.550016417,9.260705662,24.17326582,343.1193331,7513466,0,1212.1,2.801958409,4516.18,4334.96,338168101
2016.5,45.07,1515,0.43,36385,1832.259254,10246.61397,0,0,2004930,16206494.38,16035882.53,3.123254096,1.550016417,9.260705662,24.17326582,343.1193331,7513466,0,1320.75,2.801958409,4516.18,4334.96,338168101
2016.583333,46.14,1575,0.44,36385,1832.259254,10246.61397,0,0,2004930,16206494.38,16035882.53,3.123254096,1.550016417,9.260705662,24.17326582,343.1193331,7513466,0,1342,2.801958409,4516.18,4334.96,338168101
2016.666667,46.19,1557.39,0.47,36385,1832.259254,10246.61397,0,0,2004930,16206494.38,16035882.53,3.123254096,1.550016417,9.260705662,24.17326582,343.1193331,7513466,0,1309.25,2.801958409,4516.18,4334.96,338168101
2016.75,49.73,1473.57,0.49,36385,1832.259254,10246.61397,0,0,2004930,16206494.38,16035882.53,3.123254096,1.550016417,9.260705662,24.17326582,343.1193331,7513466,0,1322.5,2.801958409,4516.18,4334.96,338168101
2016.833333,46.44,1553.41,0.45,36385,1832.259254,10246.61397,0,0,2004930,16206494.38,16035882.53,3.123254096,1.550016417,9.260705662,24.17326582,343.1193331,7513466,0,1272,2.801958409,4516.18,4334.96,338168101
2016.916667,54.07,1727.14,0.41,36385,1832.259254,10246.61397,0,0,2004930,16206494.38,16035882.53,3.123254096,1.550016417,9.260705662,24.17326582,343.1193331,7513466,1,1178.1,2.801958409,4516.18,4334.96,338168101
2017,54.89,1818.64,0.45,36385,1874.571816,10713.88978,0,0,2904930,17976824.26,17740888.42,4.212379059,2.19201011,10.90613925,24.24554476,353.4293487,7599812,0,1145.9,3.384964287,4505.62,4408.43,316425656.1
2017.083333,55.49,1688.25,0.45,36385,1874.571816,10713.88978,0,0,2904930,17976824.26,17740888.42,4.212379059,2.19201011,10.90613925,24.24554476,353.4293487,7599812,0,1212.8,3.384964287,4505.62,4408.43,316425656.1
2017.166667,51.97,1542.39,0.4,36385,1874.571816,10713.88978,0,0,2904930,17976824.26,17740888.42,4.212379059,2.19201011,10.90613925,24.24554476,353.4293487,7599812,0,1255.6,3.384964287,4505.62,4408.43,316425656.1
2017.25,52.98,1589.72,0.36,36385,1874.571816,10713.88978,0,0,2904930,17976824.26,17740888.42,4.212379059,2.19201011,10.90613925,24.24554476,353.4293487,7599812,0,1244.85,3.384964287,4505.62,4408.43,316425656.1
2017.333333,50.87,1719.29,0.35,36385,1874.571816,10713.88978,0,0,2904930,17976824.26,17740888.42,4.212379059,2.19201011,10.90613925,24.24554476,353.4293487,7599812,0,1266.45,3.384964287,4505.62,4408.43,316425656.1
2017.416667,46.89,1869.76,0.31,36385,1874.571816,10713.88978,0,0,2904930,17976824.26,17740888.42,4.212379059,2.19201011,10.90613925,24.24554476,353.4293487,7599812,0,1266.2,3.384964287,4505.62,4408.43,316425656.1
2017.5,48.69,1644.05,0.32,36385,1874.571816,10713.88978,0,0,2904930,17976824.26,17740888.42,4.212379059,2.19201011,10.90613925,24.24554476,353.4293487,7599812,0,1242.25,3.384964287,4505.62,4408.43,316425656.1
2017.583333,51.37,1845,0.32,36385,1874.571816,10713.88978,0,0,2904930,17976824.26,17740888.42,4.212379059,2.19201011,10.90613925,24.24554476,353.4293487,7599812,0,1267.55,3.384964287,4505.62,4408.43,316425656.1
2017.666667,55.16,1600.95,0.32,36385,1874.571816,10713.88978,0,0,2904930,17976824.26,17740888.42,4.212379059,2.19201011,10.90613925,24.24554476,353.4293487,7599812,0,1311.75,3.384964287,4505.62,4408.43,316425656.1
2017.75,57.62,1484.77,0.32,36385,1874.571816,10713.88978,0,0,2904930,17976824.26,17740888.42,4.212379059,2.19201011,10.90613925,24.24554476,353.4293487,7599812,0,1283.1,3.384964287,4505.62,4408.43,316425656.1
2017.833333,62.57,1554.32,0.33,36385,1874.571816,10713.88978,0,0,2904930,17976824.26,17740888.42,4.212379059,2.19201011,10.90613925,24.24554476,353.4293487,7599812,0,1270.15,3.384964287,4505.62,4408.43,316425656.1
2017.916667,64.21,1450.66,0.32,36385,1874.571816,10713.88978,0,0,2904930,17976824.26,17740888.42,4.212379059,2.19201011,10.90613925,24.24554476,353.4293487,7599812,0,1280.2,3.384964287,4505.62,4408.43,316425656.1
2018,68.99,1393.86,0.31,36385,1881.049999,11019.15,0,0,4504930,19818814.02,19549334.9,5.385482032,2.438736555,12.06621812,24.68166035,371.106783,7683778,0,1291,3.285537452,4619.32,4428.26,302426436.3
2018.083333,65.42,1244.25,0.3,36385,1881.049999,11019.15,0,0,4504930,19818814.02,19549334.9,5.385482032,2.438736555,12.06621812,24.68166035,371.106783,7683778,0,1345.5,3.285537452,4619.32,4428.26,302426436.3
